Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Language,num_nulls
Comedy,6.2,84.0,Others,Others,Others,Siddharth,Others,Others,Others,Others,Others,June,Tamil,0
Romance,6.0,83.0,Others,Others,Others,Varun Sandesh,Others,Others,Others,Others,Others,June,Telugu,8
Comedy,5.7,83.0,Others,Others,Others,Varun Sandesh,Others,Mahesh Shankar,Others,Others,Others,December,Telugu,3
Comedy,7.2,89.0,Surender Reddy,Others,Others,Allu Arjun,Shruti Haasan,S. Thaman,Others,Gautham Raju,Sri Lakshmi Narasimha Productions,April,Telugu,1
Comedy,8.4,95.0,Sukumar,Ram Achanta,Sukumar,Mahesh Babu,Others,Devi Sri Prasad,R. Rathnavelu,Others,14 Reels Entertainment,January,Telugu,1
Action,7.4,89.0,Others,Others,Others,Nikhil Siddharth,Others,Shekar Chandra,Karthik Ghattamaneni,Others,Others,October,Telugu,1
Comedy,8.1,87.0,Others,Others,Others,Others,Others,Anup Rubens,P. S. Vinod,Prawin Pudi,Annapurna Studios,May,Telugu,0
Comedy,5.5,78.0,Srinu Vaitla,Ram Achanta,Anil Ravipudi,Mahesh Babu,Tamannaah,S. Thaman,K. V. Guhan,M. R. Varma,14 Reels Entertainment,September,Telugu,1
Drama,7.5,85.0,Others,Others,Others,Nara Rohit,Others,Others,Others,Others,Others,April,Telugu,1
Comedy,7.8,88.0,Others,Sai Korrapati,Others,Others,Others,Others,Others,Others,Varahi Chalana Chitram,June,Telugu,1
Action,5.3,83.0,Others,Dil Raju,Others,Ram Charan,Others,Devi Sri Prasad,Ram Prasad,Marthand K. Venkatesh,Sri Venkateswara Creations,January,Telugu,0
Drama,7.1,81.0,Others,Others,Others,Others,Others,Mickey J Meyer,Others,Dharmendra Kakarala,Others,April,Telugu,3
Drama,8.3,87.0,Others,Daggubati Suresh Babu,Paruchuri Brothers,Others,Others,Others,S. Gopal Reddy,Marthand K. Venkatesh,Suresh Productions,July,Telugu,0
Comedy,6.1,85.0,Others,Others,Others,Naga Chaitanya,Others,Anoop Rubens,Others,Prawin Pudi,Annapurna Studios,October,Telugu,1
Action,6.6,77.0,Boyapati Srinu,Ram Achanta,M. Ratnam (dialogues),Nandamuri Balakrishna,Others,Others,Others,Kotagiri Venkateswara Rao,14 Reels Entertainment,March,Telugu,0
Action,5.1,73.0,Others,Bellamkonda Suresh,Others,N. T. Rama Rao Jr.,Samantha Ruth Prabhu,S. Thaman,Shyam K. Naidu,Kotagiri Venkateswara Rao,Sri Lakshmi Narasimha Productions,August,Telugu,1
Horror,2.5,83.0,Ram Gopal Varma,Others,Ram Gopal Varma,Others,Others,Others,Others,Others,Others,November,Telugu,3
Comedy,6.6,83.0,Others,V. Anand Prasad,Others,Gopichand,Rakul Preet Singh,Anoop Rubens,Others,Others,Bhavya Creations,September,Telugu,0
Family,5.6,82.0,Krishna Vamsi,Bandla Ganesh,Krishna Vamsi,Ram Charan,Srikanth,Yuvan Shankar Raja,Sameer Reddy,Others,Parameswara Art Productions,October,Telugu,1
Thriller,5.6,79.0,Sekhar Kammula,Others,Others,Others,Others,M. M. Keeravani,Vijay C. Kumar,Marthand K. Venkatesh,Others,May,Telugu,1
Comedy,7.5,90.0,Others,V. Vamsi Krishna Reddy,Others,Sharwanand,Others,Others,R. Madhi,Madhu,UV Creations,August,Telugu,1
Action,6.1,87.0,Others,Others,Others,Others,Regina Cassandra,Anoop Rubens,Others,Gautham Raju,Others,November,Telugu,0
Comedy,6.1,82.0,Others,Others,Others,Nani,Others,Others,Others,Others,Others,February,Tamil,1
Action,5.8,78.0,Others,Others,Deva Katta,Naga Chaitanya,Samantha Ruth Prabhu,Anoop Rubens,Others,Gautham Raju,Others,June,Telugu,1
Action,7.1,94.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,November,Telugu,4
Action,4.2,86.0,V. V. Vinayak,Bellamkonda Suresh,Kona Venkat,Others,Samantha Ruth Prabhu,Devi Sri Prasad,Chota K. Naidu,Gautham Raju,Sri Lakshmi Narasimha Productions,July,Telugu,1
Comedy,5.8,57.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,April,Telugu,1
Comedy,4.5,79.0,Others,Daggubati Suresh Babu,Others,Sunil,Others,Anoop Rubens,Others,Marthand K. Venkatesh,Suresh Productions,February,Telugu,1
Action,5.6,79.0,Others,Others,Srikanth Addala,Others,Others,Mickey J Meyer,Others,Marthand K. Venkatesh,Others,December,Telugu,1
Romance,5.7,73.0,Others,Others,Others,Others,Regina Cassandra,Others,Others,Others,Geetha Arts,May,Telugu,3
Horror,6.5,83.0,Others,Others,Kona Venkat,Others,Others,Others,Sai Sriram,Others,Others,August,Telugu,2
Comedy,6.1,78.0,Others,Others,Others,Others,Others,Others,Others,S. R. Shekhar,24 Frames Factory,October,Telugu,0
Romance,5.2,78.0,A. Karunakaran,Others,Others,Others,Others,Anoop Rubens,Others,Prawin Pudi,Others,December,Telugu,1
Thriller,7.3,83.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,October,Telugu,3
Thriller,7.6,83.0,Ram Gopal Varma,Vishnu Manchu,Ram Gopal Varma,Others,Others,Others,Others,Others,24 Frames Factory,September,Telugu,3
Comedy,7.3,83.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,November,Telugu,5
Family,7.4,83.0,S. V. Krishna Reddy,Others,Others,Others,Others,S. V. Krishna Reddy,Others,Others,Others,November,Telugu,6
Action,5.5,84.0,Others,Others,Others,Sundeep Kishan,Regina Cassandra,Others,Sai Sriram,Marthand K. Venkatesh,Others,July,Telugu,1
Action,6.1,83.0,Others,Others,Others,Allari Naresh,Others,Shekar Chandra,Others,Gowtham Raju,Others,November,Telugu,3
Comedy,5.2,83.0,Ravi Babu,Others,Others,Allari Naresh,Others,Chakri,Sudhakar Reddy,Others,Others,April,Telugu,5
Romance,5.6,83.0,Others,Others,Puri Jagannadh,Others,Others,Sunil Kashyap,P.G. Vinda,Others,Others,October,Telugu,4
Comedy,6.6,87.0,Others,Others,Others,Sundeep Kishan,Others,Others,Others,Others,Others,November,Telugu,2
Action,5.2,84.0,Puri Jagannadh,Puri Jagannadh,Puri Jagannadh,Others,Others,Anup Rubens,Others,S. R. Shekhar,Others,January,Telugu,1
Comedy,7.7,89.0,Others,Prakash Raj,Others,Others,Sneha,Ilaiyaraaja,Others,Others,Others,June,Tamil,1
Horror,4.6,83.0,Ram Gopal Varma,Others,Ram Gopal Varma,Navdeep,Others,Others,Others,Others,Others,July,Telugu,2
Comedy,6.7,91.0,Others,Others,Others,Aadi,Others,Anup Rubens,Others,Others,Others,May,Telugu,1
Action,6.8,88.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,November,Tamil,1
Action,6.6,78.0,Others,Others,Others,Others,Others,A. R. Rahman,Others,Others,Others,May,Tamil,1
Action,7.4,85.0,Puri Jagannadh,Bandla Ganesh,Vakkantham Vamsi,N. T. Rama Rao Jr.,Kajal Aggarwal,Songs:,Shyam K. Naidu,Others,Parameswara Art Productions,February,Telugu,1
Action,8.2,78.0,Others,Others,K. V. Vijayendra Prasad,Prabhas,Others,M. M. Keeravani,K. K. Senthil Kumar,Kotagiri Venkateswara Rao,Others,July,Telugu,0
Action,7.6,88.0,Others,Others,Koratala Siva,Mahesh Babu,Shruti Haasan,Devi Sri Prasad,R. Madhi,Kotagiri Venkateswara Rao,Others,August,Telugu,1
Comedy,7.9,90.0,Others,V. Vamsi Krishna Reddy,Others,Nani,Others,Gopi Sunder,Others,Others,UV Creations,September,Telugu,0
Comedy,6.1,83.0,Harish Shankar,Dil Raju,Others,Others,Regina Cassandra,Mickey J Meyer,Others,Gautham Raju,Others,September,Telugu,0
Comedy,7.6,83.0,Others,Daggubati Suresh Babu,Others,Pawan Kalyan,Others,Anoop Rubens,Jayanan Vincent,Gautham Raju,Suresh Productions,January,Telugu,1
Action,6.7,90.0,Trivikram Srinivas,S. Radha Krishna,Trivikram Srinivas,Allu Arjun,Others,Others,Prasad Murella,Prawin Pudi,Others,April,Telugu,2
Action,8.2,90.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,October,Telugu,1
Romance,7.8,84.0,Others,Others,Sukumar,Others,Others,Devi Sri Prasad,R. Rathnavelu,Others,Others,November,Telugu,1
Comedy,7.7,95.0,Others,Priyanka Dutt,Others,Nani,Others,Others,Others,Others,Others,March,Telugu,4
Romance,5.5,90.0,Others,Others,Others,Sharwanand,Others,Others,Others,Kotagiri Venkateswara Rao,Others,February,Telugu,1
Action,6.2,82.0,Gunasekhar,Others,Gunasekhar,Anushka Shetty,Others,Ilaiyaraaja,Others,Sreekar Prasad,Others,October,Telugu,1
Others,6.5,91.0,Others,Dil Raju,Others,Others,Others,Mickey J Meyer,Vijay C Chakravarthy,Madhu,Sri Venkateswara Creations,June,Telugu,3
Action,6.8,74.0,Others,Nandamuri Kalyan Ram,Anil Ravipudi,Nandamuri Kalyan Ram,Others,Sai Karthik,Sarvesh Murari,Others,N.T.R. Arts,January,Telugu,1
Drama,3.9,74.0,V. V. Vinayak,Others,Kona Venkat (dialogues),Others,Others,Songs:,Others,Gautham Raju,Others,November,Telugu,1
Action,5.1,83.0,Others,Others,Sampath Nandi,Ravi Teja,Tamannaah,Others,Others,Gautham Raju,Others,December,Telugu,0
Comedy,5.5,83.0,Others,Sravanthi Ravi Kishore,Others,Ram,Others,Devi Sri Prasad,Others,Others,Sri Sravanthi Movies,October,Telugu,5
Comedy,5.5,86.0,Others,DVV Danayya,Others,Ram Charan,Rakul Preet Singh,S. Thaman,Others,M. R. Varma,Others,October,Telugu,1
Action,6.1,84.0,Others,B. V. S. N. Prasad,Others,Naga Chaitanya,Others,Others,Others,Others,Sri Venkateswara Cine Chitra,April,Telugu,2
Comedy,7.5,94.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,October,Telugu,3
Action,5.5,86.0,Others,Others,Others,Ram,Rakul Preet Singh,S. Thaman,Arthur A. Wilson,Others,United Movies,May,Telugu,2
Action,5.9,77.0,Others,Others,Others,Others,Others,Others,Others,M.R. Varma,Others,June,Telugu,3
Action,5.1,79.0,Puri Jagannadh,C. Kalyan,Puri Jagannadh,Others,Others,Sunil Kashyap,P.G. Vinda,Others,Others,December,Telugu,1
Comedy,5.3,76.0,Surender Reddy,Nandamuri Kalyan Ram,Vakkantham Vamsi,Ravi Teja,Rakul Preet Singh,S. Thaman,Others,Gautham Raju,N.T.R. Arts,August,Telugu,1
Horror,5.3,72.0,Ravi Babu,Ravi Babu,Others,Others,Others,Shekar Chandra,Others,Others,Others,April,Telugu,4
Action,5.5,77.0,Others,Others,Others,Gopichand,Others,Others,Others,Others,UV Creations,March,Telugu,1
Comedy,5.6,86.0,Others,Prasad V Potluri,Others,Anushka Shetty,Others,M. M. Keeravani,Others,Prawin Pudi,Others,November,Telugu,0
Horror,4.9,72.0,Others,Others,Others,Others,Others,Sai Karthik,Others,Others,Varahi Chalana Chitram,October,Telugu,3
Comedy,5.2,82.0,Others,Others,Kona Venkat,Nikhil Siddharth,Others,Others,Sai Sriram,Others,Others,December,Telugu,2
Comedy,7.4,83.0,Others,Others,Others,Navdeep,Others,Sai Karthik,Others,Others,Others,February,Telugu,5
Comedy,5.4,83.0,Mohan Krishna Indraganti,Others,Others,Allari Naresh,Others,Kalyani Malik,P.G. Vinda,Dharmendra Kakarala,E. V .V. Cinema,February,Telugu,3
Action,6.8,88.0,Others,Others,Others,Nikhil Siddharth,Others,Others,Karthik Ghattamaneni,Others,Others,March,Telugu,3
Action,7.1,91.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,December,Others,7
Others,4.3,14.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,February,Telugu,3
Action,3.6,74.0,Others,V. Anand Prasad,Others,Gopichand,Regina Cassandra,Anoop Rubens,Prasad Murella,Gautham Raju,Bhavya Creations,December,Telugu,1
Romance,7.4,94.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,June,Telugu,3
Action,5.6,70.0,Others,Others,Others,Nitin,Others,Others,Others,Others,Others,September,Telugu,2
Action,6.4,86.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,March,Telugu,3
Action,5.1,72.0,Others,Others,Others,Nandamuri Kalyan Ram,Others,S. Thaman,Sarvesh Murari,Others,Others,October,Telugu,4
Comedy,5.5,83.0,Others,Vishnu Manchu,Others,Allari Naresh,Others,Others,Others,Others,24 Frames Factory,December,Telugu,6
Action,4.8,66.0,Others,Others,Others,Others,Others,Devi Sri Prasad,Others,A. Sreekar Prasad,Others,October,Tamil,1
Comedy,6.0,83.0,Others,Others,Others,Sundeep Kishan,Others,S. Thaman,Chota K. Naidu,Marthand K. Venkatesh,Ushakiran Movies,January,Telugu,2
Comedy,8.1,87.0,Others,Prasad V Potluri,Others,Others,Others,Gopi Sunder,P. S. Vinod,Madhu,Others,March,Telugu,1
Action,7.7,89.0,Sukumar,B. V. S. N. Prasad,Others,N. T. Rama Rao Jr.,Rakul Preet Singh,Devi Sri Prasad,Vijay C Chakravarthy,Others,Sri Venkateswara Cine Chitra,January,Telugu,1
Comedy,8.4,94.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,July,Telugu,1
Comedy,7.1,69.0,Others,S. Radha Krishna,Others,Others,Samantha Ruth Prabhu,Mickey J Meyer,Others,Kotagiri Venkateswara Rao,Others,June,Telugu,1
Comedy,7.1,85.0,Others,V. Vamsi Krishna Reddy,Others,Sharwanand,Others,Others,Karthik Ghattamaneni,Others,UV Creations,January,Telugu,1
Action,7.4,85.0,Others,Others,Koratala Siva,Others,Others,Devi Sri Prasad,Others,Kotagiri Venkateswara Rao,Others,September,Telugu,1
Action,8.2,91.0,Surender Reddy,Allu Aravind,Others,Ram Charan,Others,Others,P. S. Vinod,Others,Geetha Arts,December,Telugu,0
Thriller,8.3,91.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,February,Telugu,1
Action,6.3,87.0,Boyapati Srinu,Allu Aravind,Others,Allu Arjun,Others,S. Thaman,Others,Others,Geetha Arts,April,Telugu,0
Comedy,7.1,91.0,Mohan Krishna Indraganti,Sivalenka Krishna Prasad,Others,Nani,Others,Mani Sharma,Others,Marthand K. Venkatesh,Others,June,Telugu,1
Comedy,7.1,89.0,Others,Sravanthi Ravi Kishore,Others,Others,Others,Devi Sri Prasad,Sameer Reddy,Sreekar Prasad,Sri Sravanthi Movies,January,Telugu,1
Comedy,6.8,81.0,Others,Others,Others,Naga Chaitanya,Shruti Haasan,Gopi Sunder,Karthik Ghattamaneni,Kotagiri Venkateswara Rao,Others,October,Telugu,1
Comedy,5.7,69.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,March,Telugu,2
Action,6.4,81.0,Others,Akkineni Nagarjuna,Others,Others,Others,Anup Rubens,P. S. Vinod,Prawin Pudi,Annapurna Studios,January,Telugu,1
Comedy,7.6,90.0,Others,Ram Achanta,Hanu Raghavapudi,Nani,Others,Others,Others,Others,14 Reels Entertainment,February,Telugu,1
Comedy,7.8,89.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,November,Telugu,1
Action,6.1,88.0,Others,Others,Others,Sundeep Kishan,Others,Mickey J Meyer,Chota K. Naidu,Gautham Raju,Others,June,Telugu,2
Action,4.6,62.0,Others,Others,Srikanth Addala,Mahesh Babu,Samantha Ruth Prabhu,Others,R. Rathnavelu,Kotagiri Venkateswara Rao,Others,May,Telugu,1
Horror,7.6,93.0,Others,Others,Others,Nikhil Siddharth,Others,Shekar Chandra,Sai Sriram,Others,Others,November,Telugu,1
Comedy,4.4,85.0,Others,Others,Others,Others,Others,Gopi Sunder,Others,Others,Others,January,Telugu,2
Comedy,6.8,85.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,March,Telugu,2
Action,5.1,72.0,Others,Others,Others,Pawan Kalyan,Kajal Aggarwal,Devi Sri Prasad,Arthur A. Wilson,Gautham Raju,Others,April,Telugu,0
Action,7.6,82.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,March,Tamil,1
Comedy,7.8,83.0,Chandra Sekhar Yeleti,Sai Korrapati,Others,Others,Others,Mahesh Shankar,Others,Others,Varahi Chalana Chitram,August,Telugu,1
Comedy,5.2,77.0,Others,Dil Raju,Others,Sunil,Others,Others,Others,Others,Sri Venkateswara Creations,February,Telugu,5
Action,7.5,88.0,Ram Gopal Varma,Others,Others,Others,Others,Others,Others,Others,Others,January,Kannada,0
Comedy,7.7,90.0,Others,Others,Others,Others,Others,Sai Karthik,Others,M.R. Varma,Others,April,Telugu,0
Action,4.8,68.0,Others,Others,Others,Aadi,Others,Others,Others,Madhu,Others,February,Telugu,1
Action,8.1,97.0,Others,Others,Others,Others,Others,Sai Karthik,Others,Kotagiri Venkateswara Rao,Others,December,Telugu,3
Romance,7.5,80.0,Others,Others,Others,Others,Regina Cassandra,Others,Others,Others,Others,March,Telugu,4
Comedy,5.2,85.0,Others,Others,Others,Others,Others,Sunil Kashyap,Others,Dharmendra Kakarala,Others,June,Telugu,0
Thriller,7.8,83.0,Others,Prakash Raj,Others,Others,Priyamani,Ilaiyaraaja,Others,Sreekar Prasad,Others,October,Kannada,1
Comedy,6.6,82.0,Others,Sai Korrapati,Others,Nara Rohit,Others,Others,Others,Others,Varahi Chalana Chitram,September,Telugu,1
Comedy,4.7,84.0,Bhimaneni Srinivasa Rao,Others,Others,Others,Others,Others,Others,Gowtham Raju,Others,February,Telugu,2
Comedy,6.6,87.0,Others,Others,Others,Nani,Others,Gopi Sunder,Others,Prawin Pudi,Anandi Art Creations,September,Telugu,1
Comedy,5.5,83.0,Others,Others,Others,Others,Others,M. M. Keeravani,Others,Kotagiri Venkateswara Rao,Others,January,Telugu,3
Romance,7.4,90.0,Others,Others,Others,Naga Chaitanya,Others,A. R. Rahman,Others,Anthony,Others,November,Telugu,2
Horror,5.3,77.0,Others,Others,Others,Others,Tamannaah,Others,Others,Anthony,Others,October,Tamil,1
Comedy,5.5,79.0,Others,Others,Darling Swamy (dialogues),Venkatesh,Others,Others,Others,Others,Others,August,Telugu,0
Comedy,5.9,81.0,Others,Others,Others,Aadi,Others,S. Thaman,Others,Others,Others,August,Telugu,1
Romance,6.2,86.0,Others,Others,Others,Others,Others,Ilaiyaraaja,Others,Others,Others,January,Telugu,2
Action,7.5,83.0,Others,Others,Others,Srikanth,Others,Others,Others,Others,Others,February,Telugu,2
Comedy,7.1,35.0,Others,Others,Darling Swamy (dialogues),Others,Others,Others,Others,Others,Others,June,Telugu,2
Action,5.2,74.0,Others,Others,Others,Nara Rohit,Regina Cassandra,Sai Karthik,Others,Others,Others,October,Telugu,4
Horror,6.0,83.0,Others,Others,Others,Others,Others,R. P. Patnaik,Others,Others,Others,March,Telugu,5
Action,5.6,86.0,Puri Jagannadh,Nandamuri Kalyan Ram,Puri Jagannadh,Nandamuri Kalyan Ram,Others,Anup Rubens,Others,Others,Others,October,Telugu,1
Comedy,5.5,86.0,Others,Ram Achanta,Abburi Ravi (dialogues),Others,Others,Songs:,Sameer Reddy,Gautham Raju,14 Reels Entertainment,September,Telugu,1
Horror,7.1,71.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,January,Kannada,3
Action,6.1,84.0,Others,Sai Korrapati,Others,Nara Rohit,Others,Sai Karthik,Others,Others,Others,April,Telugu,4
Action,8.7,95.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,August,Telugu,1
Comedy,5.4,85.0,Harish Shankar,Dil Raju,Others,Allu Arjun,Others,Devi Sri Prasad,Others,Others,Sri Venkateswara Creations,June,Telugu,0
Comedy,2.5,88.0,Others,Dil Raju,Others,Others,Others,Devi Sri Prasad,Sameer Reddy,Others,Others,December,Telugu,0
Action,6.4,86.0,Others,Dil Raju,Others,Nani,Others,Devi Sri Prasad,Others,Others,Others,February,Telugu,2
Romance,7.8,88.0,Others,Dil Raju,Others,Others,Others,Songs:,Vijay C. Kumar,Marthand K. Venkatesh,Sri Venkateswara Creations,July,Telugu,0
Action,7.6,88.0,Others,Nandamuri Kalyan Ram,Others,N. T. Rama Rao Jr.,Others,Devi Sri Prasad,Chota K. Naidu,Kotagiri Venkateswara Rao,N.T.R. Arts,September,Telugu,1
Action,3.6,69.0,Others,Others,Others,Nara Rohit,Regina Cassandra,Mani Sharma,Vijay C. Kumar,Kotagiri Venkateswara Rao,Others,November,Telugu,1
Comedy,7.4,93.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,November,Telugu,6
Action,5.8,87.0,Others,Ram Achanta,Hanu Raghavapudi,Others,Others,Mani Sharma,Others,S. R. Shekhar,14 Reels Entertainment,August,Telugu,1
Action,3.5,86.0,Others,Nagarjuna Akkineni,Others,Others,Others,Anup Rubens,P. S. Vinod,Prawin Pudi,Annapurna Studios,December,Telugu,1
Romance,7.2,86.0,Others,Dil Raju,Others,Sharwanand,Others,Others,Sameer Reddy,Madhu,Sri Venkateswara Creations,January,Telugu,0
Action,5.8,85.0,Others,Nagarjuna Akkineni,Others,Others,Rakul Preet Singh,Devi Sri Prasad,Others,Gautham Raju,Others,May,Telugu,0
Comedy,7.6,93.0,Others,DVV Danayya,Others,Nani,Others,Gopi Sunder,Karthik Ghattamaneni,Prawin Pudi,Others,July,Telugu,0
Action,7.2,83.0,Others,N. V. Prasad,Others,Mahesh Babu,Others,Harris Jayaraj,Others,A. Sreekar Prasad,Others,September,Telugu,1
Action,6.8,79.0,Others,Others,Others,Nandamuri Balakrishna,Shriya Saran,Others,Others,Others,Others,January,Telugu,0
Action,7.7,94.0,Others,Others,Others,Rana Daggubati,Others,Others,R. Madhi,A. Sreekar Prasad,Others,February,Telugu,0
Comedy,3.5,85.0,Others,V. Vamsi Krishna Reddy,Others,Sharwanand,Others,S. Thaman,Others,Kotagiri Venkateswara Rao,UV Creations,September,Telugu,1
Action,5.8,88.0,Teja,D. Suresh Babu,Teja,Rana Daggubati,Kajal Aggarwal,Anoop Rubens,Others,Kotagiri Venkateswara Rao,Suresh Productions,August,Telugu,1
Action,3.5,93.0,Others,Others,Others,Others,Others,Others,Others,Dharmendra Kakarala,Others,November,Telugu,2
Comedy,6.3,79.0,V.V. Vinayak,Others,Paruchuri Brothers,Chiranjeevi,Kajal Aggarwal,Devi Sri Prasad,R. Rathnavelu,Gowtham Raju,Others,January,Telugu,0
Horror,5.2,88.0,Others,Prasad V Potluri,Abburi Ravi (dialogues),Nagarjuna Akkineni,Others,S. Thaman,Others,Madhu,Others,October,Telugu,0
Action,6.1,81.0,Others,Others,Others,Pawan Kalyan,Shruti Haasan,Anup Rubens,Prasad Murella,Gautham Raju,Others,March,Telugu,1
Action,3.5,73.0,Puri Jagannadh,V. Anand Prasad,Puri Jagannadh,Nandamuri Balakrishna,Shriya Saran,Anup Rubens,Others,Others,Others,September,Telugu,1
Action,6.4,88.0,Others,Others,Sampath Nandi,Gopichand,Hansika Motwani,S. Thaman,Others,Gautham Raju,Others,July,Telugu,1
Action,8.5,95.0,Others,Others,Others,Others,Rakul Preet Singh,Others,Others,Others,Others,November,Tamil,1
Horror,5.5,77.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,March,Tamil,2
Action,5.3,87.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,November,Tamil,2
Romance,8.4,96.0,Others,Others,Others,Sumanth,Others,Others,Others,Others,Others,December,Telugu,5
Comedy,6.7,89.0,Others,Others,Others,Others,Others,Mani Sharma,Others,Marthand K. Venkatesh,Others,June,Telugu,1
Horror,7.1,93.0,Others,Others,Others,Siddharth,Others,Others,Others,Others,Others,November,Tamil,1
Action,3.5,70.0,Krishna Vamsi,Others,Krishna Vamsi,Sundeep Kishan,Regina Cassandra,Others,Others,Others,Others,August,Telugu,3
Action,6.7,91.0,Others,Dil Raju,Anil Ravipudi,Ravi Teja,Others,Sai Karthik,Others,Others,Sri Venkateswara Creations,October,Telugu,1
Action,3.5,84.0,Others,Others,Others,Others,Others,S. Thaman,K. V. Guhan,S. R. Shekhar,Others,December,Telugu,2
Action,6.6,83.0,Others,Others,Others,Others,Anushka Shetty,Harris Jayaraj,Others,V. T. Vijayan,Others,February,Tamil,1
Comedy,5.9,84.0,Others,Others,Others,Others,Others,Shekar Chandra,Others,M. R. Varma,Others,June,Telugu,0
Comedy,1.5,77.0,Others,Others,Others,Nara Rohit,Others,Ilaiyaraaja,Others,Others,Others,September,Telugu,2
Horror,3.5,90.0,Others,Others,Others,Others,Others,Others,Others,Others,Others,August,Telugu,1
Action,3.5,90.0,Others,V. Anand Prasad,Others,Nara Rohit,Others,Mani Sharma,Sameer Reddy,Prawin Pudi,Others,July,Telugu,0
Action,3.8,71.0,Srinu Vaitla,Nallamalupu Bujji,Others,Others,Others,Others,K. V. Guhan,M. R. Varma,Sri Lakshmi Narasimha Productions,April,Telugu,1
Action,3.5,85.0,Boyapati Srinu,Others,Others,Others,Rakul Preet Singh,Devi Sri Prasad,Others,Kotagiri Venkateswara Rao,Others,August,Telugu,0
Action,6.6,92.0,Others,Others,Others,Others,Others,Devi Sri Prasad,Sameer Reddy,A. Sreekar Prasad,Others,October,Telugu,1
Horror,7.7,93.0,Others,V. Vamsi Krishna Reddy,Others,Anushka Shetty,Others,S. Thaman,R. Madhi,Kotagiri Venkateswara Rao,UV Creations,January,Telugu,1
Action,2.5,89.0,Others,Others,Others,Ravi Teja,Others,Others,Others,Gautham Raju,Sri Lakshmi Narasimha Productions,February,Telugu,1
Comedy,7.8,93.0,Others,Others,Others,Others,Others,Others,Sai Sriram,Kotagiri Venkateswara Rao,Others,February,Telugu,1
Action,5.4,69.0,Trivikram Srinivas,S. Radha Krishna,Trivikram Srinivas,Pawan Kalyan,Others,Others,Others,Kotagiri Venkateswara Rao,Others,January,Telugu,2
Action,7.1,72.0,Others,C. Kalyan,Others,Nandamuri Balakrishna,Others,Others,Others,Others,Others,January,Telugu,0
Comedy,8.1,89.0,Others,Others,Others,Others,Others,Others,Others,A. Sreekar Prasad,Others,January,Tamil,2
